etymology_id,word_id,first_element_id,second_element_id,note,uncertain,etymology_type,mother_word_id,loanword_id,third_element_id
176292491814630,176292491814631,,,,,fromMother,176292192531997,,
176292491814632,176292491814633,,,,,fromMother,176292192533515,,
176292491814634,176292491814635,,,,,fromMother,176292192531995,,
176292491814636,176292491814637,,,,,fromMother,176292192533517,,
176292491814638,176292491814639,,,,,fromMother,176292192533519,,
176292491814640,176292491814641,,,,,fromMother,176292192533521,,
176292491814642,176292491814678,,,,,fromMother,176292192533523,,
176292491814685,176292491814686,,,,,fromMother,176292192533527,,
176292491814693,176292491814694,,,,,fromMother,176292192533529,,
176292491814695,176292491814696,,,,,fromMother,176292192533612,,
176292491814697,176292491814698,,,,,fromMother,176292192533550,,
176292491814699,176292491814700,,,,,fromMother,176292192533584,,
176292491814701,176292491814702,,,,,fromMother,176292192533586,,
176292491814703,176292491814704,,,,,fromMother,176292192528823,,
176292491814705,176292491814706,,,,,fromMother,176292192532003,,
176292491814707,176292491814708,,,,,fromMother,176292192533592,,
176292491814709,176292491814710,,,,,fromMother,176292192533594,,
176292491814783,176292491814784,,,,,fromMother,176292192533588,,
176292491814785,176292491814786,,,,,fromMother,176292192533590,,
176292491814787,176292491814788,,,,,fromMother,176292192533423,,
176292491814789,176292491814790,,,,,fromMother,176292192533596,,
176292491814791,176292491814792,,,,,fromMother,176292192533598,,
176292491814793,176292491814794,,,,,fromMother,176292192533600,,
176292491814795,176292491814796,,,,,fromMother,176292192533602,,
176292491814797,176292491814798,,,,,fromMother,176292192527690,,
176292491814799,176292491814800,,,,,fromMother,176292192533604,,
176292491814841,176292491814859,,,,,fromMother,176292192533606,,
176292491814860,176292491814887,,,,,fromMother,176292192533614,,
176292491814888,176292491814889,,,,,fromMother,176292192533616,,
176292491814890,176292491814891,,,,,fromMother,176292192533618,,
176292491814898,176292491814899,,,,,fromMother,176292192533608,,
176292491814900,176292491814901,,,,,fromMother,176292192533610,,
176292491814902,176292491814903,,,,,fromMother,176292192532005,,
176292491814904,176292491814905,,,,,fromMother,176292192533628,,
176292491814906,176292491814907,,,,,fromMother,176292192533694,,
176292491814908,176292491814909,,,,,fromMother,176292192533696,,
176292491814910,176292491814911,,,,,fromMother,176292192533710,,
176292491814912,176292491814913,,,,,fromMother,176292192533700,,
176292491814914,176292491814915,,,,,fromMother,176292192533698,,
176292491814916,176292491814917,,,,,fromMother,176292192528827,,
176292491814918,176292491814919,,,,,fromMother,176292192533702,,
176292491814920,176292491814968,,,,,fromMother,176292192533704,,
176292491814969,176292491814988,,,,,fromMother,176292192533706,,
176292491814989,176292491814990,,,,,fromMother,176292192533708,,
176292491814998,176292491814999,,,,,fromMother,176292192533712,,
176292491815000,176292491815001,,,,,fromMother,176292192533771,,
176292491815002,176292491815003,,,,,fromMother,176292192533714,,
176292491815004,176292491815005,,,,,fromMother,176292192533716,,
176292491815006,176292491815007,,,,,fromMother,176292192533718,,
176292491815008,176292491815009,,,,,fromMother,176292192533720,,
176292491815010,176292491815036,,,,,fromMother,176292192533722,,
176292491815037,176292491815076,,,,,fromMother,176292192533726,,
176292491815077,176292491815091,,,,,fromMother,176292192533734,,
176292491815092,176292491815093,,,,,fromMother,176292192533728,,
176292491815094,176292491815095,,,,,fromMother,176292192533730,,
176292491815199,176292491815200,,,,,fromMother,176292192533732,,
176292491815201,176292491815202,,,,,fromMother,176292192533724,,
176292491815203,176292491815204,,,,,fromMother,176292192533736,,
176292491815205,176292491815206,,,,,fromMother,176292192533738,,
176292491815207,176292491815208,,,,,fromMother,176292192533740,,
176292491815209,176292491815210,,,,,fromMother,176292192533775,,
176292491815211,176292491815212,,,,,fromMother,176292192533799,,
176292491815213,176292491815214,,,,,fromMother,176292192533742,,
176292491815215,176292491815216,,,,,fromMother,176292192533744,,
176292491815217,176292491815218,,,,,fromMother,176292192533773,,
176292491815219,176292491815220,,,,,fromMother,176292192532007,,
176292491815221,176292491815222,,,,,fromMother,176292192533801,,
176292491815223,176292491815224,,,,,fromMother,176292192533803,,
176292491815225,176292491815226,,,,,fromMother,176292192533805,,
176292491815227,176292491815228,,,,,fromMother,176292192533807,,
176292491815229,176292491815230,,,,,fromMother,176292192533809,,
176292491815231,176292491815232,,,,,fromMother,176292192533811,,
176292491815233,176292491815234,,,,,fromMother,176292192533813,,
176292491815235,176292491815236,,,,,fromMother,176292192533817,,
176292491815237,176292491815238,,,,,fromMother,176292192533819,,
176292491815239,176292491815240,,,,,fromMother,176292192533825,,
176292491815241,176292491815242,,,,,fromMother,176292192533827,,
176292491815243,176292491815244,,,,,fromMother,176292192533829,,
176292491815245,176292491815246,,,,,fromMother,176292192532009,,
176292491815247,176292491815248,,,,,fromMother,176292192533831,,
176292491815249,176292491815250,,,,,fromMother,176292192533833,,
176292491815251,176292491815252,,,,,fromMother,176292192533835,,
176292491815253,176292491815254,,,,,fromMother,176292192532011,,
176292491815255,176292491815256,,,,,fromMother,176292192533821,,
176292491815257,176292491815258,,,,,fromMother,176292192533823,,
176292491815259,176292491815260,,,,,fromMother,176292192528021,,
176292491815261,176292491815262,,,,,fromMother,176292192529585,,
176292491815263,176292491815264,,,,,fromMother,176292192529307,,
176332663328172,176332663328171,176332663308990,176332663328092,,,derived,,,
176332663328274,176332663328273,176332663316375,176332663328092,,,derived,,,
176332663328597,176332663328596,176332663301355,176332663328091,,,derived,,,
176332663328633,176332663328632,176332663301613,176332663328091,,,derived,,,
176332663328854,176332663328813,176332663301885,176332663328091,,,derived,,,
176332663329038,176332663329033,176332663302186,176332663328091,,,derived,,,
176332663329143,176332663329142,176332663302390,176332663328091,,,derived,,,
176332663329252,176332663329251,176332663302392,176332663328091,,,derived,,,
176332663329349,176332663329348,176332663302405,176332663328091,,,derived,,,
176332663329492,176332663329491,176332663302495,176332663328091,,,derived,,,
176332663329588,176332663329587,176332663302761,176332663328091,,,derived,,,
176332663329662,176332663329661,176332663302875,176332663328091,,,derived,,,
176332663329896,176332663329870,176332663312085,176332663328091,,,derived,,,
176332663329898,176332663329897,176332663303078,176332663328091,,,derived,,,
176332663329988,176332663329987,176332663303092,176332663328091,,,derived,,,
176332663330088,176332663330074,176332663304999,176332663328091,,,derived,,,
176332663330176,176332663330158,176332663303280,176332663328091,,,derived,,,
176332663330379,176332663330378,176332663303402,176332663328091,,,derived,,,
176332663330381,176332663330380,176332663303696,176332663328091,,,derived,,,
176332663330599,176332663330597,176332663303872,176332663328091,,,derived,,,
176332663330688,176332663330674,176332663304095,176332663328091,,,derived,,,
176332663330690,176332663330689,176332663304474,176332663328091,,,derived,,,
176332663330692,176332663330691,176332663304595,176332663328091,,,derived,,,
176332663330770,176332663330744,176332663304598,176332663328091,,,derived,,,
176332663330781,176332663330771,176332663304696,176332663328091,,,derived,,,
176332663330783,176332663330782,176332663304697,176332663328091,,,derived,,,
176332663330849,176332663330811,176332663304699,176332663328091,,,derived,,,
176332663330851,176332663330850,176332663304717,176332663328091,,,derived,,,
176332663330867,176332663330866,176332663305006,176332663328091,,,derived,,,
176332663330888,176332663330868,176332663305171,176332663328091,,,derived,,,
176332663330931,176332663330904,176332663305482,176332663328091,,,derived,,,
176332663330971,176332663330958,176332663305566,176332663328091,,,derived,,,
176332663331058,176332663331057,176332663330904,176332663328091,,,derived,,,
176332663331099,176332663331098,176332663305859,176332663328091,,,derived,,,
176332663331103,176332663331102,176332663305861,176332663328091,,,derived,,,
176332663331175,176332663331110,176332663305862,176332663328091,,,derived,,,
176332663331294,176332663331293,176332663306288,176332663328091,,,derived,,,
176332663331296,176332663331295,176332663306290,176332663328091,,,derived,,,
176332663331298,176332663331297,176332663306559,176332663328091,,,derived,,,
176332663331387,176332663331386,176332663305369,176332663328091,,,derived,,,
176332663331396,176332663331388,176332663307075,176332663328091,,,derived,,,
176332663331398,176332663331397,176332663307674,176332663328091,,,derived,,,
176332663331400,176332663331399,176332663307675,176332663328091,,,derived,,,
176332663331499,176332663331498,176332663308192,176332663328091,,,derived,,,
176332663331501,176332663331500,176332663311484,176332663328091,,,derived,,,
176332663331503,176332663331502,176332663311490,176332663328091,,,derived,,,
176332663331567,176332663331516,176332663312697,176332663328091,,,derived,,,
176332663331569,176332663331568,176332663313091,176332663328091,,,derived,,,
176332663331577,176332663331572,176332663310962,176332663328091,,,derived,,,
176332663331677,176332663331635,176332663315126,176332663328091,,,derived,,,
176332663331696,176332663331695,176332663315324,176332663328091,,,derived,,,
176332663331698,176332663331697,176332663307197,176332663328091,,,derived,,,
176332663331786,176332663331785,176332663310648,176332663328091,,,derived,,,
176332663331788,176332663331787,176332663311236,176332663328091,,,derived,,,
176332663331790,176332663331789,176332663315995,176332663328091,,,derived,,,
176332663331792,176332663331791,176332663316194,176332663328091,,,derived,,,
176332663331855,176332663331854,176332663299556,176332663328091,,,derived,,,
176332663331876,176332663331875,176332663298947,176332663328091,,,derived,,,
176332663331886,176332663331877,176332663294994,176332663328091,,,derived,,,
176332663331955,176332663331954,176332663299279,176332663328091,,,derived,,,
176332663332014,176332663332007,176332663300575,176332663328091,,,derived,,,
176332663332498,176332663332497,176332663299959,176332663328091,,,derived,,,
176332663332500,176332663332499,176332663295476,176332663328091,,,derived,,,
176332663332517,176332663332516,176332663295180,176332663328091,,,derived,,,
176332663332598,176332663332597,176332663295477,176332663328091,,,derived,,,
176332663332600,176332663332599,176332663295581,176332663328091,,,derived,,,
176332663332602,176332663332601,176332663300285,176332663328091,,,derived,,,
176332663332604,176332663332603,176332663295582,176332663328091,,,derived,,,
176332663332606,176332663332605,176332663300486,176332663328091,,,derived,,,
176332663332608,176332663332607,176332663299977,176332663328091,,,derived,,,
176332663332610,176332663332609,176332663299959,176332663328091,,,derived,,,
176332663332678,176332663332643,176332663299630,176332663328091,,,derived,,,
176332663332692,176332663332691,176332663295628,176332663328091,,,derived,,,
176332663332694,176332663332693,176332663295800,176332663328091,,,derived,,,
176332663332696,176332663332695,176332663295801,176332663328091,,,derived,,,
176332663332698,176332663332697,176332663299793,176332663328091,,,derived,,,
176332663332700,176332663332699,176332663296478,176332663328091,,,derived,,,
176332663332702,176332663332701,176332663296721,176332663328091,,,derived,,,
176332663332704,176332663332703,176332663299490,176332663328091,,,derived,,,
176332663332780,176332663332779,176332663299794,176332663328091,,,derived,,,
176332663332782,176332663332781,176332663299792,176332663328091,,,derived,,,
176332663332789,176332663332783,176332663297259,176332663328091,,,derived,,,
176332663332791,176332663332790,176332663299502,176332663328091,,,derived,,,
176332663332793,176332663332792,176332663299558,176332663328091,,,derived,,,
176332663332795,176332663332794,176332663299494,176332663328091,,,derived,,,
176332663332797,176332663332796,176332663299686,176332663328091,,,derived,,,
176332663332799,176332663332798,176332663295368,176332663328091,,,derived,,,
176332663332801,176332663332800,176332663295635,176332663328091,,,derived,,,
176332663332803,176332663332802,176332663296814,176332663328091,,,derived,,,
176332663332805,176332663332804,176332663298308,176332663328091,,,derived,,,
176332663332807,176332663332806,176332663299280,176332663328091,,,derived,,,
176332663332809,176332663332808,176332663298581,176332663328091,,,derived,,,
176332663332811,176332663332810,176332663299130,176332663328091,,,derived,,,
176332663332813,176332663332812,176332663298491,176332663328091,,,derived,,,
176332663332815,176332663332814,176332663298946,176332663328091,,,derived,,,
176332663332817,176332663332816,176332663294857,176332663328091,,,derived,,,
176332663332819,176332663332818,176332663298947,176332663328091,,,derived,,,
176332663332821,176332663332820,176332663299278,176332663328091,,,derived,,,
176332663332823,176332663332822,176332663298896,176332663328091,,,derived,,,
176332663332881,176332663332824,176332663298945,176332663328091,,,derived,,,
176332663332883,176332663332882,176332663298780,176332663328091,,,derived,,,
176332663332885,176332663332884,176332663296824,176332663328091,,,derived,,,
176332663332887,176332663332886,176332663298471,176332663328091,,,derived,,,
176332663332889,176332663332888,176332663298378,176332663328091,,,derived,,,
176332663332891,176332663332890,176332663297373,176332663328091,,,derived,,,
176332663332893,176332663332892,176332663296994,176332663328091,,,derived,,,
176332663332895,176332663332894,176332663298379,176332663328091,,,derived,,,
176332663332897,176332663332896,176332663299630,176332663328091,,,derived,,,
176332663332899,176332663332898,176332663298289,176332663328091,,,derived,,,
176332663332901,176332663332900,176332663297077,176332663328091,,,derived,,,
176332663332903,176332663332902,176332663298129,176332663328091,,,derived,,,
176332663332905,176332663332904,176332663298161,176332663328091,,,derived,,,
176332663332980,176332663332979,176332663297710,176332663328091,,,derived,,,
176332663332982,176332663332981,176332663298085,176332663328091,,,derived,,,
176332663333086,176332663333025,176332663299959,176332663328091,,,derived,,,
176332663333088,176332663333087,176332663298086,176332663328091,,,derived,,,
176332663333090,176332663333089,176332663298087,176332663328091,,,derived,,,
176332663333092,176332663333091,176332663297190,176332663328091,,,derived,,,
176332663333123,176332663333122,176332663297969,176332663328091,,,derived,,,
176332663333170,176332663333124,176332663297766,176332663328091,,,derived,,,
176332663333172,176332663333171,176332663297794,176332663328091,,,derived,,,
176332663333174,176332663333173,176332663297257,176332663328091,,,derived,,,
176332663333182,176332663333181,176332663297258,176332663328091,,,derived,,,
176332663333326,176332663333325,176332663297294,176332663328091,,,derived,,,
176332663333386,176332663333385,176332663298378,176332663328091,,,derived,,,
176332663333398,176332663333397,176332663297677,176332663328091,,,derived,,,
176332663333400,176332663333399,176332663294857,176332663328091,,,derived,,,
176332663333402,176332663333401,176332663297478,176332663328091,,,derived,,,
176332663333404,176332663333403,176332663297480,176332663328091,,,derived,,,
176332663333406,176332663333405,176332663299959,176332663328091,,,derived,,,
176332663333408,176332663333407,176332663297373,176332663328091,,,derived,,,
176332663333488,176332663333474,176332663296814,176332663328091,,,derived,,,
176332663333490,176332663333489,176332663295478,176332663328091,,,derived,,,
176332663333492,176332663333491,176332663300096,176332663328091,,,derived,,,
176332663333570,176332663333542,176332663323710,176332663328091,,,derived,,,
176332663333622,176332663333621,176332663321141,176332663328091,,,derived,,,
176332663333624,176332663333623,176332663320155,176332663328091,,,derived,,,
176332663333638,176332663333637,176332663320374,176332663328091,,,derived,,,
176332663333684,176332663333683,176332663320982,176332663328091,,,derived,,,
176332663333763,176332663333754,176332663320473,176332663328091,,,derived,,,
176332663333772,176332663333764,176332663320474,176332663328091,,,derived,,,
176332663333865,176332663333831,176332663320584,176332663328091,,,derived,,,
176332663333867,176332663333866,176332663322872,176332663328091,,,derived,,,
176332663334000,176332663333999,176332663326054,176332663328091,,,derived,,,
176332663334002,176332663334001,176332663320590,176332663328091,,,derived,,,
176332663334032,176332663334031,176332663320646,176332663328091,,,derived,,,
176332663334096,176332663334095,176332663320647,176332663328091,,,derived,,,
176332663334098,176332663334097,176332663320894,176332663328091,,,derived,,,
176332663334100,176332663334099,176332663320896,176332663328091,,,derived,,,
176332663334102,176332663334101,176332663321993,176332663328091,,,derived,,,
176332663334104,176332663334103,176332663320984,176332663328091,,,derived,,,
176332663334106,176332663334105,176332663321141,176332663328091,,,derived,,,
176332663334108,176332663334107,176332663320051,176332663328091,,,derived,,,
176332663334167,176332663334166,176332663321183,176332663328091,,,derived,,,
176332663334188,176332663334168,176332663321184,176332663328091,,,derived,,,
176332663334190,176332663334189,176332663321186,176332663328091,,,derived,,,
176332663334199,176332663334198,176332663321295,176332663328091,,,derived,,,
176332663334201,176332663334200,176332663321303,176332663328091,,,derived,,,
176332663334263,176332663334231,176332663321597,176332663328091,,,derived,,,
176332663334265,176332663334264,176332663325276,176332663328091,,,derived,,,
176332663334294,176332663334293,176332663321394,176332663328091,,,derived,,,
176332663334296,176332663334295,176332663321442,176332663328091,,,derived,,,
176332663334298,176332663334297,176332663320761,176332663328091,,,derived,,,
176332663334300,176332663334299,176332663321444,176332663328091,,,derived,,,
176332663334357,176332663334315,176332663321596,176332663328091,,,derived,,,
176332663334359,176332663334358,176332663321691,176332663328091,,,derived,,,
176332663334375,176332663334360,176332663326096,176332663328091,,,derived,,,
176332663334388,176332663334387,176332663321994,176332663328091,,,derived,,,
176332663334390,176332663334389,176332663322022,176332663328091,,,derived,,,
176332663334476,176332663334475,176332663322089,176332663328091,,,derived,,,
176332663334478,176332663334477,176332663322091,176332663328091,,,derived,,,
176332663334494,176332663334479,176332663320429,176332663328091,,,derived,,,
176332663334497,176332663334496,176332663299687,176332663328091,,,derived,,,
176332663334599,176332663334598,176332663322286,176332663328091,,,derived,,,
176332663334601,176332663334600,176332663322288,176332663328091,,,derived,,,
176332663334672,176332663334671,176332663322446,176332663328091,,,derived,,,
176332663334674,176332663334673,176332663322492,176332663328091,,,derived,,,
176332663334684,176332663334683,176332663322493,176332663328091,,,derived,,,
176332663334686,176332663334685,176332663322890,176332663328091,,,derived,,,
176332663334688,176332663334687,176332663322597,176332663328091,,,derived,,,
176332663334690,176332663334689,176332663322598,176332663328091,,,derived,,,
176332663334692,176332663334691,176332663322599,176332663328091,,,derived,,,
176332663334797,176332663334782,176332663325597,176332663328091,,,derived,,,
176332663334799,176332663334798,176332663322903,176332663328091,,,derived,,,
176332663334801,176332663334800,176332663322655,176332663328091,,,derived,,,
176332663334803,176332663334802,176332663322658,176332663328091,,,derived,,,
176332663334805,176332663334804,176332663322778,176332663328091,,,derived,,,
176332663334807,176332663334806,176332663322871,176332663328091,,,derived,,,
176332663334809,176332663334808,176332663322870,176332663328091,,,derived,,,
176332663334811,176332663334810,176332663322927,176332663328091,,,derived,,,
176332663334813,176332663334812,176332663325277,176332663328091,,,derived,,,
176332663334815,176332663334814,176332663325899,176332663328091,,,derived,,,
176332663334889,176332663334844,176332663322991,176332663328091,,,derived,,,
176332663334891,176332663334890,176332663322993,176332663328091,,,derived,,,
176332663334893,176332663334892,176332663325880,176332663328091,,,derived,,,
176332663334899,176332663334894,176332663322994,176332663328091,,,derived,,,
176332663334901,176332663334900,176332663323064,176332663328091,,,derived,,,
176332663334903,176332663334902,176332663323219,176332663328091,,,derived,,,
176332663334905,176332663334904,176332663323223,176332663328091,,,derived,,,
176332663334907,176332663334906,176332663323331,176332663328091,,,derived,,,
176332663334909,176332663334908,176332663321185,176332663328091,,,derived,,,
176332663334911,176332663334910,176332663323495,176332663328091,,,derived,,,
176332663334913,176332663334912,176332663323576,176332663328091,,,derived,,,
176332663334942,176332663334922,176332663323578,176332663328091,,,derived,,,
176332663334974,176332663334949,176332663323632,176332663328091,,,derived,,,
176332663334976,176332663334975,176332663323710,176332663328091,,,derived,,,
176332663334978,176332663334977,176332663321141,176332663328091,,,derived,,,
176332663334994,176332663334993,176332663322995,176332663328091,,,derived,,,
176332663334996,176332663334995,176332663320051,176332663328091,,,derived,,,
176332663334998,176332663334997,176332663323931,176332663328091,,,derived,,,
176332663335000,176332663334999,176332663319781,176332663328091,,,derived,,,
176332663335002,176332663335001,176332663320589,176332663328091,,,derived,,,
176332663335004,176332663335003,176332663324190,176332663328091,,,derived,,,
176332663335006,176332663335005,176332663324191,176332663328091,,,derived,,,
176332663335071,176332663335025,176332663324204,176332663328091,,,derived,,,
176332663335073,176332663335072,176332663324346,176332663328091,,,derived,,,
176332663335075,176332663335074,176332663324481,176332663328091,,,derived,,,
176332663335097,176332663335076,176332663324482,176332663328091,,,derived,,,
176332663335099,176332663335098,176332663324581,176332663328091,,,derived,,,
176332663335101,176332663335100,176332663324676,176332663328091,,,derived,,,
176332663335103,176332663335102,176332663325184,176332663328091,,,derived,,,
176332663335105,176332663335104,176332663324937,176332663328091,,,derived,,,
176332663335107,176332663335106,176332663325000,176332663328091,,,derived,,,
176332663335109,176332663335108,176332663325046,176332663328091,,,derived,,,
176332663335111,176332663335110,176332663325900,176332663328091,,,derived,,,
176332663335157,176332663335156,176332663325130,176332663328091,,,derived,,,
176332663335159,176332663335158,176332663325131,176332663328091,,,derived,,,
176332663335177,176332663335176,176332663325170,176332663328091,,,derived,,,
176332663335179,176332663335178,176332663325464,176332663328091,,,derived,,,
176332663335181,176332663335180,176332663317579,176332663328091,,,derived,,,
176332663335198,176332663335197,176332663317586,176332663328091,,,derived,,,
176332663335298,176332663335220,176332663317587,176332663328091,,,derived,,,
176332663335300,176332663335299,176332663317695,176332663328091,,,derived,,,
176332663335302,176332663335301,176332663317799,176332663328091,,,derived,,,
176332663335386,176332663335385,176332663317891,176332663328091,,,derived,,,
176332663335388,176332663335387,176332663317892,176332663328091,,,derived,,,
176332663335390,176332663335389,176332663317893,176332663328091,,,derived,,,
176332663335392,176332663335391,176332663318072,176332663328091,,,derived,,,
176332663335394,176332663335393,176332663317986,176332663328091,,,derived,,,
176332663335396,176332663335395,176332663317987,176332663328091,,,derived,,,
176332663335496,176332663335495,176332663317988,176332663328091,,,derived,,,
176332663335498,176332663335497,176332663318071,176332663328091,,,derived,,,
176332663335500,176332663335499,176332663318128,176332663328091,,,derived,,,
176332663335502,176332663335501,176332663318188,176332663328091,,,derived,,,
176332663335600,176332663335599,176332663318190,176332663328091,,,derived,,,
176332663335602,176332663335601,176332663318276,176332663328091,,,derived,,,
176332663335604,176332663335603,176332663318376,176332663328091,,,derived,,,
176332663335606,176332663335605,176332663318391,176332663328091,,,derived,,,
176332663335673,176332663335656,176332663319201,176332663328091,,,derived,,,
176332663335675,176332663335674,176332663318392,176332663328091,,,derived,,,
176332663335677,176332663335676,176332663318863,176332663328091,,,derived,,,
176332663335679,176332663335678,176332663318907,176332663328091,,,derived,,,
176332663335761,176332663335760,176332663318908,176332663328091,,,derived,,,
176332663335763,176332663335762,176332663319238,176332663328091,,,derived,,,
176332663335768,176332663335764,176332663318864,176332663328091,,,derived,,,
176332663335770,176332663335769,176332663318779,176332663328091,,,derived,,,
176332663335889,176332663335888,176332663326260,176332663328091,,,derived,,,
176332663335891,176332663335890,176332663321337,176332663328091,,,derived,,,
176332663335893,176332663335892,176332663319192,176332663328091,,,derived,,,
176332663335895,176332663335894,176332663319095,176332663328091,,,derived,,,
176332663336084,176332663336083,176332663319495,176332663328091,,,derived,,,
176332663336086,176332663336085,176332663319094,176332663328091,,,derived,,,
176332663336273,176332663336272,176332663318608,176332663328091,,,derived,,,
176332663336294,176332663336293,176332663318628,176332663328091,,,derived,,,
176332663336296,176332663336295,176332663319378,176332663328091,,,derived,,,
176332663336298,176332663336297,176332663319390,176332663328091,,,derived,,,
176332663336383,176332663336355,176332663319556,176332663328091,,,derived,,,
176332663336385,176332663336384,176332663319682,176332663328091,,,derived,,,
176332663336451,176332663336450,176332663319683,176332663328091,,,derived,,,
176332663336599,176332663336598,176332663319780,176332663328091,,,derived,,,
176332663336601,176332663336600,176332663319792,176332663328091,,,derived,,,
176332663336603,176332663336602,176332663319681,176332663328091,,,derived,,,
176332663336605,176332663336604,176332663319878,176332663328091,,,derived,,,
176332663336607,176332663336606,176332663319881,176332663328091,,,derived,,,
176332663336609,176332663336608,176332663319883,176332663328091,,,derived,,,
176332663336611,176332663336610,176332663319967,176332663328091,,,derived,,,
176332663336613,176332663336612,176332663319969,176332663328091,,,derived,,,
176332663336615,176332663336614,176332663326688,176332663328091,,,derived,,,
176332663336617,176332663336616,176332663326397,176332663328091,,,derived,,,
176332663336697,176332663336696,176332663326399,176332663328091,,,derived,,,
176332663336699,176332663336698,176332663326445,176332663328091,,,derived,,,
176332663336701,176332663336700,176332663326446,176332663328091,,,derived,,,
176332663336703,176332663336702,176332663326689,176332663328091,,,derived,,,
176332663336705,176332663336704,176332663326781,176332663328091,,,derived,,,
176332663336733,176332663336732,176332663326399,176332663328091,,,derived,,,
176332663336772,176332663336771,176332663326445,176332663328091,,,derived,,,
176332663336774,176332663336773,176332663302394,176332663328091,,,derived,,,
176332663336781,176332663336775,176332663296824,176332663328091,,,derived,,,
176332663336794,176332663336782,176332663300487,176332663328091,,,derived,,,
176332663336796,176332663336795,176332663326154,176332663328091,,,derived,,,
176332663336798,176332663336797,176332663323223,176332663328091,,,derived,,,
176332663336894,176332663336881,176332663328090,176332663316676,,,derived,,,
176332663336951,176332663336950,176332663328090,176332663300991,,,derived,,,
176332663337081,176332663337075,176332663328090,176332663301049,,,derived,,,
176332663337160,176332663337159,176332663328090,176332663311521,,,derived,,,
176332663337300,176332663337299,176332663328090,176332663302875,,,derived,,,
176332663337302,176332663337301,176332663328090,176332663301458,,,derived,,,
176332663337622,176332663337602,176332663328090,176332663301613,,,derived,,,
176332663337680,176332663337679,176332663328090,176332663302919,,,derived,,,
176332663337795,176332663337718,176332663328090,176332663302987,,,derived,,,
176332663337800,176332663337799,176332663328090,176332663301051,,,derived,,,
176332663337802,176332663337801,176332663328090,176332663301163,,,derived,,,
176332663337824,176332663337820,176332663328090,176332663302581,,,derived,,,
176332663337855,176332663337854,176332663328090,176332663301279,,,derived,,,
176332663337857,176332663337856,176332663328090,176332663301885,,,derived,,,
176332663337861,176332663337860,176332663328090,176332663302556,,,derived,,,
176332663337892,176332663337891,176332663328090,176332663302874,,,derived,,,
176332663337894,176332663337893,176332663328090,176332663316677,,,derived,,,
176332663337896,176332663337895,176332663328090,176332663302405,,,derived,,,
176332663337980,176332663337979,176332663328090,176332663315980,,,derived,,,
176332663337982,176332663337981,176332663328090,176332663316480,,,derived,,,
176332663337986,176332663337985,176332663328090,176332663304149,,,derived,,,
176332663337988,176332663337987,176332663328090,176332663333403,,,derived,,,
176332663338040,176332663338030,176332663328090,176332663312122,,,derived,,,
176332663338052,176332663338041,176332663328090,176332663316776,,,derived,,,
176332663338092,176332663338053,176332663328090,176332663335108,,,derived,,,
176332663338096,176332663338095,176332663328090,176332663317027,,,derived,,,
176332663338168,176332663338167,176332663328090,176332663317093,,,derived,,,
176332663338170,176332663338169,176332663328090,176332663317265,,,derived,,,
176332663338196,176332663338171,176332663328090,176332663332697,,,derived,,,
176332663338198,176332663338197,176332663328090,176332663332699,,,derived,,,
176332663338200,176332663338199,176332663328090,176332663331785,,,derived,,,
176332663338243,176332663338219,176332663328028,176332663308391,,,derived,,,
176332663338397,176332663338353,176332663328028,176332663315360,,,derived,,,
176332663338469,176332663338413,176332663328028,176332663315300,,,derived,,,
176332663338471,176332663338470,176332663328028,176332663315083,,,derived,,,
176332663338571,176332663338550,176332663328028,176332663314891,,,derived,,,
176332663338896,176332663338858,176332663328028,176332663314529,,,derived,,,
176332663339174,176332663339173,176332663328028,176332663311484,,,derived,,,
176332663339176,176332663339175,176332663328028,176332663315798,,,derived,,,
176332663339178,176332663339177,176332663328028,176332663315872,,,derived,,,
176332663339182,176332663339181,176332663328028,176332663310860,,,derived,,,
176332663339301,176332663339300,176332663328028,176332663334671,,,derived,,,
176332663339303,176332663339302,176332663328028,176332663316478,,,derived,,,
176332663339489,176332663339473,176332663328028,176332663316775,,,derived,,,
176332663339491,176332663339490,176332663328028,176332663331785,,,derived,,,
176332663339493,176332663339492,176332663328028,176332663317448,,,derived,,,
176332663339495,176332663339494,176332663328028,176332663316899,,,derived,,,
176332663339497,176332663339496,176332663328028,176332663317375,,,derived,,,
176332663339571,176332663339570,176332663328028,176332663332699,,,derived,,,
176332663339595,176332663339594,176332663328094,176332663317579,,,derived,,,
176332663339673,176332663339672,176332663328094,176332663317891,,,derived,,,
176332663339675,176332663339674,176332663328094,176332663317892,,,derived,,,
176332663339689,176332663339688,176332663328094,176332663318071,,,derived,,,
176332663339799,176332663339737,176332663328094,176332663318072,,,derived,,,
176332663339801,176332663339800,176332663328094,176332663318376,,,derived,,,
176332663339803,176332663339802,176332663328094,176332663318392,,,derived,,,
176332663339807,176332663339806,176332663328094,176332663339804,,,derived,,,
176332663339855,176332663339829,176332663328094,176332663318436,,,derived,,,
176332663339875,176332663339861,176332663328094,176332663318495,,,derived,,,
176332663339981,176332663339965,176332663328094,176332663318499,,,derived,,,
176332663339983,176332663339982,176332663328094,176332663318559,,,derived,,,
176332663339985,176332663339984,176332663328094,176332663318628,,,derived,,,
176332663340032,176332663340010,176332663328094,176332663318907,,,derived,,,
176332663340095,176332663340033,176332663328094,176332663319094,,,derived,,,
176332663340097,176332663340096,176332663328094,176332663319095,,,derived,,,
